CÓDIGO COMPLETO,REGIÓN,AUTORIDAD AMBIENTAL,RAZÓN SOCIAL,CATEGORÍA,SECTOR ,SUBSECTOR,DESCRIPCIÓN DE LA EMPRESA O NEGOCIO,CADENA PRODUCTIVA,MUNICIPIO,DEPARTAMENTO,AÑO DE VERIFICACIÓN ,VERSIÓN CRITERIOS DE VERIFICACIÓN,PLAN DE MEJORA PARA LLEGAR A NIVEL SATISFACTORIO,Participación Bioexpo ,Etapa Empresarial 
2015GIZ19,CARIBE,CORPONOR,"ASOCIACIÓN DE GANADEROS Y TRABAJADORES DE GRAMALOTE ""ASOGATRAGANOR""",BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Ganaderia, doble proposito, principalmente de producción de leche",Lácteos,Gramalote,NORTE DE SANTANDER ,2015,V 1.,Sí,2015,No Reporta
2015GIZ20,CARIBE,CORPONOR,LIGIA ESTHER SALAMANCA HORTALIZAS ORGÁNICAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cultivos orgánicos de hortalizas, brocoli, coliflor lechuga zanahoria, apio arveja, papa criolla, papa de año, cuatro vacas",Hortalizas,Mutiscua,NORTE DE SANTANDER ,2015,V 1.,Sí,2015,No Reporta
2015GIZ21,CARIBE,CORPONOR,"ASOCIACIÓN MUJER RURAL DE PAMPLONITA ""ASOMURPITA""",BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cultivo, transformación y comercialziación de café, y sus derivados",café,Pamplonita,NORTE DE SANTANDER ,2015,V 1.,No,No reporta ,No Reporta
2015GIZ22,ORINOQUÍA,CORMACARENA,COOPERATIVA MULTIACTIVA DE PESCADORES DEL MUNICIPIO DE ACACIAS META COOPESCA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Cultivo de especies exóticas y nativas. Adiconalmente capturan y comercializan peces ornamentales y de consumo.,Piscicultura,Acacias,META,2015,V 1.,Sí,No reporta ,No Reporta
2015GIZ23,ORINOQUÍA,CORMACARENA,RESERVA NATURAL RANCHO CAMANA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO"," Producción de naranjos, mandarinos, limones, platanos, guayaba , papaya, coco, aji, jengibre entre otros. Se tiene gran variedad de cultivos frutales a pequeña escala. El principal producto de Camaná es la prestación de servicios agroturísticos que se complementa con la parte productiva.",Varios agrosistemas sostenibles ,Restrepo,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ24,ORINOQUÍA,CORMACARENA,"ASOCIACIÓN DE FRUTICULTORES DE GRANADA ""ASOFRUGRAN""",BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,PRODUCTOS DERIVADOS DE LA FAUNA SILVESTRE,"Cultivos de guayaba, maracuya, plátano, patilla, yuca y cítricos y la comercialización de los productos",Varios agrosistemas sostenibles ,Granada,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ25,ORINOQUÍA,CORMACARENA,ASOCIACIÓN DE PEQUEÑOS PRODUCTORES DE CACAO DEL ARIARI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,Cultivo de cacao y comercialización,Cacao,Granada,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ26,ORINOQUÍA,CORMACARENA,ASOCIACIÓN AGROPECUARIA DE TRABAJO ASOCIADO GARZÓN APACHE,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Cultivo de plátano, yuca y cítricos adicional a ello cuentan con estanques de piscicultura (cachama).",Varios agrosistemas sostenibles ,Granada,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ27,ORINOQUÍA,CORMACARENA,ASOCIACIÓN DE CAFETEROS DE LA MACARENA Y SUMAPAZ CAFEMASU,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Produccion de café,Café,Mesetas,META,2015,V 1.,Sí,2015,No Reporta
2015GIZ28,ORINOQUÍA,CORMACARENA,"FENIX DEL ARIARI, GANADERÍA SOSTENIBLE SAN JUAN DE ARAMA",BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,Producción de leche y ganado doble proposito. El principal producto de la Asociación es la leche.,Lácteos,San Juan de Arama,META,2015,V 1.,Sí,No reporta ,No Reporta
2015GIZ29,ORINOQUÍA,CORMACARENA,ASOCIACIÓN DE CAFICULTORES DE SAN JUAN DE ARAMA (ASOCAFESANJUAN),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Cultivo de café y comercialización,Café,San Juan de Arama,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ30,ORINOQUÍA,CORMACARENA,ASOCIACIÓN DE PEQUEÑOS PRODUCTORES AGROPECUARIOS DE LA VEREDA CORRALES (ASOAGROCORRALES),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Ganaderia doble proposito. Su principal producto es la leche,Lácteos,San Juan de Arama,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ31,ORINOQUÍA,CORMACARENA,ASOCIACIÓN DE MARACUYA DEL META ASOMARI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Cultivo de maracuya. Se pretdende iniciar el proceso de transformación del maracuya,Maracuya,Granada,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ32,ORINOQUÍA,CORMACARENA,ASOCIACIÓN AGROPECUARIA EMPRESARIAL PRODUCTORA COMERCIALIZADORA Y TRANSFORMADORA DE CITRICOS Y FRUTAS EL VERGEL (FRUTIVERGEL),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Enfocados en los productos citricos (naranja valencia, naranja tangelo y mandarina arrayana). Cultivos temporales de maracuya",Citricos,San Juan de Arama,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ35,ORINOQUÍA,CORMACARENA,ASOCIACIÓN AGROINDUSTRIAL DE PEQUEÑOS PRODUCTORES HORTIFRUTICOLAS DEL ARIARI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cultivos de plátano, yuca, cítricos y maracuya. Adicionalmente ofrecen servicio de asistencia técnica a los productores",Varios agrosistemas sostenibles ,Granada,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ36,ORINOQUÍA,CORMACARENA,PIÑA EXPRESS SAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Cultivo de piña Golden,Piña,San Martin ,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ37,ORINOQUÍA,CORMACARENA,COMERCIALIZADORA AGROPECUARIA PUENTE ABADIA SAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cultivo, procesamiento y comercialización de café. Comercializan bebidas y paquetes de libra y kilo de café.",Café,Villavicencio,META,2015,V 1.,Sí,2015,No Reporta
2015GIZ38,ORINOQUÍA,CORMACARENA,ARISTIDES RODRIGUEZ MICROORGANISMOS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cultiva cepas de microorganismos para controlar el gusano cachón, la sigatoca, los nemátodos y fertilizar los cultivos.",Microorganismos,Granada,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ39,ORINOQUÍA,CORMACARENA,JUAN JOSE CARDONA LLANTAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Transformación de llantas usadas. Realiza el proceso de reincorporarlas al ciclo productivo elaborando con estas materas decorativas, jarrones, muebles, puff y cinturones entre otros.",Reciclaje ,Puerto Lopez,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ40,ORINOQUÍA,CORMACARENA,ARTE NATURAL MORENO Y LÓPEZ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Aprovechamiento de la corteza de la palma mediante la producción de jarrones, fruteros y revisteros utilizando la técnica de  impermeabilización y moldeado.",Reciclaje ,Villavicencio,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ41,ORINOQUÍA,CORMACARENA,NUEVA AGROINDUSTRIA SAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Productos de panificación y pasteleria, pan, galleta mantecadas tortas, coladas, productos lácteos colada, y postres en leche, dulces, esponjado en gelatina con sabor, arequipes, crepes, espesante y fortificador de sopas, premezclas para panaderia. Todo el proceso productivo es maquilado y su matería prima es el frijol.",Frijol ,Villavicencio,META,2015,V 1.,No,No reporta ,No Reporta
2015GIZ42,ORINOQUÍA,CORMACARENA,ASPRO MERCAR,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Mercados campesinos, al detal y al por mayor. Comercialización de los productos que se producen en la región del Ariari.",Varios agrosistemas sostenibles ,Granada,META,2015,V 1.1.,No,No reporta ,No Reporta
2015GIZ43,ORINOQUÍA,CORMACARENA,ASOCIACIÓN DE MERCADOS CAMPENSINOS DEL META AMCM,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Cultivos de diferentes productos, la organización está enfocada principalmente a la comercialización de productos pertenecientes a asociaciones de diferentes municipios (El Calvario, Villavicencio, Granada, San Martin entre otros)",Varios agrosistemas sostenibles ,Villavicencio,META,2015,V 1.1.,Sí,No reporta ,No Reporta
2015GIZ44,ORINOQUÍA,CORMACARENA,PRODUCTO NATURELA S.A.S,ECOPRODUCTOS INDUSTRIALES,OTROS BIENES Y SERVICIOS VERDES SOSTENIBLES,N.A,"Fabricacion de productos alimenticios y suplementos dietarios, con recursos naturales especialmente de la microalga spirulina. Servicio de maquila.",Algas,Cumaral,META,2015,V 1.,No,No reporta ,No Reporta
2016ONVSCAM1,CENTRAL,CAM,ASOCIACIÓN DE ARTESANOS DE AIPE,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Esta empresa está constituida por 12 mujeres que se dedican a recoger piedras de las orillas de los ríos aipe y pata y de la calle,  dándoles una transformación en manillas y collares, cuentan con poca maquinaria, pero mucha voluntad para trabajar, la empresa esta esta ubicada en la entreda del municipio de aipe, sobre la via principal que conduce a bogota.  La iniciativa utiliza como estrategia de venta la articulación con otras empresas como bosque seco, donde por cada turista que hace el recorrido por el bosque tiene la oportunidad de llevarse una manilla dentro del paquete establecido por la iniciativa de bosque seco.",Turismo,Aipe,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCAM2,CENTRAL,CAM,ASOCIACIÓN DEL BOSQUE SECO TROPICAL-TURISMO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Es una empresa donde prestan un servicio de turismo ecológico caracterizado por ser bosque seco,  realizan recorridos por senderos capacitando e identificando las diferentes especies de flora y fauna.  Cuentan con la infraestructura de un vivero forestal donde tienen todos los procesos de identificación,germinación,siembra y transplante con especies nativas de la región. De igual manera capacitan e icentivan a los visitantes en la importancia de la conservación de  los diferentes ecosistemas; la asociación se encuentra articulada con la iniciativa de artesanos de piedra y venden el paquete ecoturistico de trasnporte, alimentación, recorrido, siembra de especie vegetal y manilla hecha en piedra. ",Turismo,Aipe,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCODECHOCÓ10,PACÍFICO,CODECHOCÓ,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS DEL DARIÉN - ASOPRODA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,Agropecuario,Unguía,CHOCÓ,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCAM3,CENTRAL,CAM,ASOCIACIÓN DE PRODUCTORES DE CACAO  - APROCAL,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La Asociación de productores de cacao  - aprocal es una empresa dedicada a la producción y comercialización de cacao en baba y seco en el municipio de algeciras; tiene como asociados a 98 familias, las cuales pertenecen a 11 veredas del municipio donde tienen establecidas 368 hectareas en cacao. A nivel nacional la principal empresa compradora de la producción es la casa luker y cuando lo solicitan surten a departamentos como antioquia y arauca. En el mes de diciembre de 2015 empezaron exportar cacao seco al pais de belgica con una producción de 22.500 kilogramos, para el mes de abril del presente año llevan exportados 12.500 kilos al pais de dinamarca  y de igual manera tienen un pedido programado de 22.500 kilos para el mes de diciembre.",Cacao,Algeciras,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCAM4,CENTRAL,CAM,ASOCIACIÓN DE PRODUCTORES DE CACAO DEL MUNICIPIO DE RIVERA - ASOPROCAR,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La asociación de productores de cacao del municipio de rivera - asoprocar se constituyó legalmente hace 15 años, pero empezó su funcionamiento hace 7; es una empresa dedicada a la producción y comercialización de cacao en baba y seco a socios y no socios de la comunidad de rivera. Tienen un vivero agroforestal donde producen el material vegetal para sus 175 asociados o personas que necesiten implementar la producción de cacao, especies maderables y/o protectoras.",Cacao,Rivera,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCAM5,CENTRAL,CAM,ASOCIACIÓN DE PRODUCTORES DE PITAHAYA DEL SUR DEL HUILA- APROPIT,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La empresa Apropi está constituida por 54 socios que se dedican a la producción y comercialización de pitaya en 84 hectáreas en el municipio de palestinas huila, estos empresarios la cultivan, recogen y empacan para la venta, les venden a supermercados de pitalito y exportan a empresas de dubai, es una empresa legalmente constituida.  ",Pitahaya,Palestina,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCAM6,CENTRAL,CAM,ASOCIACIÓN DE APICULTORES DEL MUNICIPIO DE GARZON - ASOAPIS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La Asociación de apicultores del municipio de Garzon - ASOAPIS esta conformada por un grupo de personas, quienes por iniciativa propia crearon la empresa. En estos momentos su representante legal el señor alberto plaza,  lidera todos los procesos de gestión en capacitaciones a nivel nacional e internacional en el manejo de la producción. En el año 2011 se capacitó un grupo de 4 personas en el pais de argentina y para los primeros meses del 2017 estan programando y consiguiendo los recursos para ir todos los asociados a canada. Asoapis ha recibido varios reconocimientos a nivel municipal, departamental y nacional por la calidad del producto y la ayuda  ecosistemica que representa la producción de abejas  como insecto polinizador y su capacidad de producir miel, cera y propóleo , mas ahora por los daños ambientales ocasionados por la represa el quimbo.          ",Apicultura,Garzón ,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCAM7,CENTRAL,CAM,ASOCIACIÓN CAFÉ ESPECIAL - SALOMON,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La Asociación  de café especial - salomon es una empresa que se dedica a la transformación y comercialización de café especial pergamino en el sur del departamento del huila, implementando la exportación de café  seco con altos estándares de calidad, aplicando buenas prácticas de manufactura (bpm) y buenas prácticas agrícolas (bpa) en los predios de los asociados.   La empresa salomon produce el café especial en las veredas del corregimiento de bruselas, municipio de pitalito, donde la mayoria de los predios se encuentran certificados por los sellos rainforest alliance. Utz y starbucks coffee; tienen un promedio de 710 hectareas establecidas entre los asociados y la mayoria de compradores son empresas extranjeras. Su representante legal tiene recoconomientos a nivel municipal, departamental, nacional e internacional por ser uno de los creadores del evento "" dia del empresario cafetero"" en el departamento del huila.",Café,Pitalito,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCAM8,CENTRAL,CAM,GRUPO ASOCIATIVO SAN ISIDRO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","El grupo asociativo café san isidro es una empresa que se dedica a la transformación y comercialización de café especial pergamino en el sur del departamento del huila, implementando la exportación de café almendra con altos estándares de calidad, aplicando buenas prácticas de manufactura (bpm) y buenas prácticas agrícolas (bpa) en los predios de los asociados.   La empresa san isidro produce el café especial en la vereda san isidro del municipio de acevedo, donde los predios se encuentran certificados por los sellos rainforest alliance. Fairtrade, utz y starbucks coffee.  ",Café,Pitalito,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCAM9,CENTRAL,CAM,LOS CASTORES,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La asociación los castores se encuentra ubicada en la vereda la colonia, inspección san adolfo, municipio de acevedo y esta conformada por personas que se dedicaban a la tala de arboles comunmente llamados aserrradores,  estas personas llevaban muchos años deforestando arboles maderables en via de extinción como cedro, nogal y en especial el roble, esta actividad la realizaban en diferentes sitios de la región, ocasionando daños ambientales irreversibles.",Conservación,Acevedo,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCODECHOCÓ9,PACÍFICO,CODECHOCÓ,ASOCIACIÓN DE MUJERES AFROCOLOMBIANAS DE PIZARRO - AMAPI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES," Somos una Asociación de Mujeres que velamos por la integridad cultural tradicional preocupadas por el bienestar de las familias del municipio y el mejoramiento de su calidad de vida dedicadas a la producción, transformación y comercialización de productos autóctonos en busqueda de garantizar la seguridad alimentaria local y generación de ingresos económicos.",Alimentos,Bajo Baudó,CHOCÓ,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCAM10,CENTRAL,CAM,PRECOOPERATIVA LOS PINOS LIMITADA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La precooperativa los pinos es una empresa que se dedica a la recolección de material reciclable para la vente en el municipio de la plata, está constituida por 13 socios, la empresa cuenta con un carro para la recolección del material, la comunidad de la plata ha sido capacita por la empresa para que realicen la separación, adicional a eso recogen residuos orgánicos de supermercados para la elaboración de abono orgánico en composteras.",Recolección,La plata,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCAM11,CENTRAL,CAM,GRUPO ASOCIATIVO  AGROPECUARIO TIMBRE DE GLORIA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La empresa timbre de gloria esta constituida por 14 socios que se dedican a la producción y comercialización de hongos comestibles (orellanas) en neiva, su transformación es en antipastos, orellanas deshidratadas y suplemento dietético, la comercialización la hacen empresas homeopatas, restaurantes vegetarianos y a la comunidad como tal. Este cultivo de orellanas lo realizan en desechos vegetales como la pulpa de café en descomposición y el bagazo de caña.",Alimentos,Neiva,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCAM12,CENTRAL,CAM,ASOCIACIÓN DE ABONO ORGÁNICO PAOCOS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La empresa de paocos se constituye inicialmente como empresa familiar, actualmente se encuentran vinculados 36 socios, que se dedican a la trasformación y comercialización de abono a base de residuos orgánicos, la empresa capacito y culturizo al municipio de san agustin en el proceso de separación de basuras, donde empresas públicas se encargan de recoger el material y entregarlo a paocos para que se haga la trasformación en abono orgánico. Funciona en la finca de la madre ubicada a 1 km del casco urbano de san agustin vereda la florida.",Residuos Orgánicos,San Agustín ,HUILA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCARDER7,CENTRAL,CARDER,ASOCIACIÓN DE PRODUCTORES Y TRANSFORMADORES DE CACAO ESPECIAL DE BELÉN DE UMBRÍA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,Cacao,Belén De Umbría ,RISARALDA,2016,V1.2.,N.A,No reporta ,No Reporta
